product_description,product_price
"Genuine Philips Sonicare E-Series replacement toothbrush heads, HX7022/66, 2-pk",18
"Shout Color Catcher Dye Trapping Sheets, 72.0 Count",10
"Degree Men Antiperspirant Deodorant odor and sweat protection Cool Rush 48 hour 2.7 Oz ,Pack of 6",14
LilyAna Naturals Retinol Cream Moisturizer 1.7 Oz,19
"Turmeric Curcumin with Bioperine Joint Pain Relief. Anti-Inflammatory, Antioxidant Supplement with 10 milligrams of Black Pepper for Better Absorption. Natural Non-GMO. 60 Capsules",22
"NeoCell Super Collagen Powder – 6,600mg Collagen Types 1 & 3 - unflavored - 7 Ounces (Packaging May Vary)",12
"Diapers Size 6, 124 Count - Luvs Ultra Leakguards Disposable Baby Diapers, ONE MONTH SUPPLY (Packaging May Vary)",28
"Tom's of Maine Anticavity Fluoride Children's Toothpaste, Kids Toothpaste, Natural Toothpaste, Silly Strawberry, 4.2 Ounce, 3-Pack",8
"Amazon Brand - Solimo Sandwich Storage Bags, 300 Count",7
40 Pcs Hair Scrunchies Velvet Elastic Hair Bands Scrunchy Hair Ties Ropes Scrunchie for Women or Girls Hair Accessories - 40 Assorted Colors,9
"Energizer Max Alkaline AAA Batteries, 4 Count",2
"Vitafusion MultiVites Gummy Vitamins, 150ct",9
"Keurig My K-Cup Universal Reusable K-Cup Pod Coffee Filter, Compatible with All 2.0 Keurig K-Cup Pod Coffee Makers, 1 Count, Black",7
"Charmin Ultra Strong Clean Touch Toilet Paper, Family Mega Rolls (Equal to 90 Regular Rolls), 18 Count",26
"Wahl Color Pro Complete Hair Cutting Kit, #79300-400T",18
"Poise Incontinence Pads, Original Design, Ultimate Absorbency, Long, 90 Count (Packaging May Vary)",24
"NOW Solutions, Sweet Almond Oil, 100% Pure Moisturizing Oil, Promotes Healthy-Looking Skin, 16 Fl Oz (1 Count)",7
"Dr. Scholl's WORK Massaging Gel Advanced Insoles (Men's 8-14) // All-Day Shock Absorption and Cushioning for Hard Surfaces (Packaging May Vary), 1 Count",10
"Gain flings! Liquid Laundry Detergent Pacs, Original, 81 Count",19
"Vaseline Lip Therapy, Creme Brulee, 0.25 Ounce",1
"Downy Ultra Cool Cotton Liquid Fabric Conditioner, 51 fl oz (Pack of 2)",8
"RENPHO Bluetooth Body Fat Scale Smart BMI Scale Digital Bathroom Wireless Weight Scale, Body Composition Analyzer with Smartphone App 396lbs - Black",24
